ID,Attrition,Degree_Type,Achieved_Credit_Points,Attendance_Type,Age,Failed_Credit_Points,International_student,First_in_family,Gender,GPA,OP_Score,Socio_Economic_Status,Teaching _Period_Admitted,Faculty
270,Retained,Single,48,Full Time,31,0,No,Yes,M,5.75,4,Low,SEM-1,Sci and Eng Faculty
271,Retained,Single,96,Full Time,24,0,No,No,M,5.13,10,Medium,SEM-1,Faculty of Health
272,Retained,Single,0,Full Time,20,48,No,No,M,1.75,10,High,SEM-1,Sci and Eng Faculty
273,Retained,Single,96,Full Time,26,0,No,Yes,M,6.88,16,High,SEM-1,Faculty of Health
274,Retained,Single,60,Full Time,21,48,No,Yes,M,4,13,High,SEM-1,QUT Business School
275,Retained,Single,204,Full Time,27,0,No,No,M,5.63,5,High,SEM-1,Faculty of Health
276,Retained,Double,96,Full Time,20,0,No,Yes,M,5.25,5,Low,SEM-1,Sci and Eng Faculty
277,Retained,Single,96,Full Time,22,0,No,No,M,5.5,7,Medium,SEM-1,CI Faculty
278,Retained,Single,108,Full Time,20,0,No,Yes,M,4.5,8,Medium,SEM-1,Faculty of Health
279,Retained,Single,96,Full Time,19,0,No,No,M,4.88,8,High,SEM-1,Sci and Eng Faculty
280,Retained,Single,36,Full Time,25,24,No,No,M,4.2,9,High,SEM-1,Sci and Eng Faculty
281,Not Retained,Single,0,Full Time,22,84,No,Yes,M,1,24,Low,SEM-1,Sci and Eng Faculty
282,Retained,Single,192,Full Time,22,12,No,No,M,5.19,8,High,SEM-1,Sci and Eng Faculty
283,Retained,Single,36,Full Time,19,12,No,Yes,M,3.5,10,Low,SEM-2,Sci and Eng Faculty
284,Retained,Single,96,Full Time,26,0,No,No,F,5,9,Medium,SEM-1,Faculty of Law
285,Retained,Single,96,Full Time,20,0,No,Yes,F,4.88,10,Medium,SEM-1,Faculty of Health
286,Not Retained,Single,0,Full Time,19,0,No,No,F,0,8,High,SEM-1,Faculty of Law
287,Retained,Single,0,Full Time,23,0,No,No,F,0,19,Medium,SEM-1,Sci and Eng Faculty
288,Retained,Double,108,Full Time,20,0,No,No,F,5.57,14,High,SEM-1,Faculty of Health
289,Not Retained,Single,96,Full Time,19,0,No,No,F,5.63,3,Medium,SEM-1,Faculty of Health
290,Retained,Single,132,Full Time,21,12,No,Yes,F,5.17,21,High,SEM-1,Faculty of Health
291,Retained,Single,96,Full Time,19,0,No,No,F,6,4,High,SEM-1,CI Faculty
292,Not Retained,Single,60,Full Time,20,12,No,Yes,F,4,10,High,SEM-1,Sci and Eng Faculty
293,Retained,Double,96,Full Time,19,0,No,Yes,F,5,6,Medium,SEM-1,Faculty of Health
294,Retained,Single,96,Full Time,25,0,No,No,F,6.13,16,High,SEM-1,Faculty of Education
295,Retained,Single,96,Full Time,19,0,No,No,F,6.38,2,High,SEM-1,CI Faculty
296,Retained,Single,84,Full Time,20,12,No,Yes,F,4.43,9,Medium,SEM-1,Faculty of Health
297,Retained,Double,96,Full Time,19,0,No,No,F,5.88,2,Low,SEM-1,Sci and Eng Faculty
298,Retained,Single,120,Full Time,23,12,No,Yes,F,4.67,23,High,SEM-2,Sci and Eng Faculty
299,Retained,Single,48,Full Time,19,0,No,Yes,F,4.5,14,Medium,SEM-2,QUT Business School
300,Retained,Single,84,Full Time,19,12,No,No,F,4.25,10,High,SEM-1,Faculty of Health
301,Not Retained,Single,48,Full Time,19,0,No,No,F,4.75,4,High,SEM-1,Faculty of Law
302,Retained,Double,96,Full Time,20,0,No,No,F,5.13,10,Medium,SEM-1,Faculty of Health
303,Retained,Single,0,Full Time,24,0,Yes,Yes,F,0,19,High,SEM-1,Sci and Eng Faculty
304,Retained,Single,96,Full Time,19,0,No,No,F,5.88,5,High,SEM-1,QUT Business School
305,Not Retained,Single,48,Full Time,19,12,No,No,F,4.2,10,Medium,SEM-1,CI Faculty
306,Retained,Single,132,Full Time,21,12,No,Yes,F,4.63,9,Medium,SEM-1,Faculty of Education
307,Retained,Single,96,Full Time,19,0,No,No,F,6,1,Medium,SEM-1,Faculty of Law
308,Retained,Single,96,Full Time,19,0,No,No,F,7,1,Medium,SEM-1,QUT Business School
309,Not Retained,Single,96,Full Time,20,0,No,Yes,F,6.13,7,Medium,SEM-1,Faculty of Health
310,Retained,Single,96,Full Time,21,0,No,No,F,5.38,11,High,SEM-1,QUT Business School
311,Retained,Single,96,Full Time,19,0,No,No,F,5.38,10,High,SEM-1,Sci and Eng Faculty
312,Retained,Single,96,Full Time,20,0,No,No,F,5.38,6,Medium,SEM-1,CI Faculty
313,Retained,Single,96,Full Time,28,0,No,Yes,F,4.71,25,Medium,SEM-1,Faculty of Health
314,Retained,Double,216,Full Time,20,0,No,No,F,5.65,8,High,SEM-1,Faculty of Health
315,Retained,Single,96,Full Time,21,0,No,No,F,5,10,High,SEM-1,CI Faculty
316,Retained,Single,60,Full Time,20,24,No,No,F,4,24,High,SEM-1,Sci and Eng Faculty
317,Retained,Single,36,Full Time,20,12,No,Yes,F,5.5,14,Medium,SEM-2,Sci and Eng Faculty
318,Retained,Single,96,Full Time,20,0,No,No,F,5.13,20,Low,SEM-1,CI Faculty
319,Retained,Double,108,Full Time,19,0,No,No,F,5.86,2,Medium,SEM-1,Faculty of Health
320,Not Retained,Single,48,Full Time,20,0,No,No,F,4.5,16,Low,SEM-1,Faculty of Education
321,Retained,Single,204,Part Time,28,0,No,No,F,5.3,21,Low,SEM-1,Sci and Eng Faculty
322,Retained,Single,48,Part Time,19,0,No,No,F,4.25,5,Medium,SEM-1,Faculty of Health
323,Retained,Single,60,Part Time,20,0,No,Yes,F,4.6,16,Medium,SEM-1,Faculty of Health
324,Retained,Double,96,Full Time,19,0,No,No,F,6.13,3,Medium,SEM-1,Faculty of Law
325,Retained,Single,84,Full Time,19,0,No,Yes,F,5.5,12,High,SEM-1,CI Faculty
326,Retained,Single,0,Full Time,20,72,No,No,M,1.17,6,High,SEM-1,Sci and Eng Faculty
327,Retained,Single,96,Full Time,20,36,No,No,M,3.86,22,Medium,SEM-1,Sci and Eng Faculty
328,Retained,Single,84,Full Time,19,12,No,Yes,F,4.75,17,Medium,SEM-1,Faculty of Health
329,Not Retained,Single,0,Full Time,26,0,No,No,F,0,7,Medium,SEM-2,Faculty of Law
330,Retained,Single,84,Full Time,22,12,Yes,No,F,4.25,25,High,SEM-1,Faculty of Health
331,Retained,Single,96,Full Time,19,0,No,Yes,F,5,6,Medium,SEM-1,Faculty of Health
332,Retained,Single,192,Part Time,21,0,No,Yes,F,6.25,21,Medium,SEM-1,QUT Business School
333,Retained,Single,204,Full Time,21,0,Yes,No,F,5.78,6,Medium,SEM-1,QUT Business School
334,Retained,Single,36,Full Time,19,36,Yes,No,M,3.67,14,Medium,SEM-1,Sci and Eng Faculty
335,Retained,Single,84,Full Time,27,12,No,No,M,5.25,23,Medium,SEM-1,QUT Business School
336,Retained,Single,192,Full Time,23,0,Yes,No,M,4.63,16,Medium,SEM-1,QUT Business School
337,Not Retained,Single,24,Full Time,42,0,No,No,M,4,16,Medium,SEM-1,Faculty of Law
338,Retained,Single,180,Full Time,31,12,Yes,No,M,4.25,20,Low,SEM-1,QUT Business School
339,Retained,Single,120,Full Time,28,12,Yes,No,M,3.5,10,High,SEM-1,Sci and Eng Faculty
340,Retained,Single,96,Full Time,19,0,No,No,F,4.63,12,High,SEM-1,Faculty of Education
341,Retained,Single,72,Full Time,30,12,No,Yes,F,5,1,High,SEM-1,Sci and Eng Faculty
342,Retained,Single,84,Full Time,19,0,No,Yes,F,5.86,8,Low,SEM-2,CI Faculty
343,Retained,Single,96,Full Time,19,0,No,No,F,4.88,13,Medium,SEM-1,CI Faculty
344,Retained,Single,144,Full Time,24,0,Yes,No,F,6.33,20,High,SEM-2,Faculty of Health
345,Retained,Single,24,Part Time,19,24,No,No,F,3,17,Medium,SEM-2,Faculty of Law
346,Retained,Single,120,Full Time,20,0,No,No,F,5.57,22,Medium,SEM-1,Faculty of Education
347,Retained,Single,48,Full Time,25,0,No,Yes,F,4.75,4,High,SEM-1,Faculty of Health
348,Retained,Single,84,Full Time,26,0,No,No,F,5.57,3,Medium,SEM-1,Faculty of Education
349,Retained,Single,96,Full Time,19,0,No,No,F,5.75,4,Medium,SEM-1,Faculty of Law
350,Retained,Single,96,Full Time,19,0,No,No,F,5,9,Medium,SEM-1,CI Faculty
351,Retained,Single,96,Full Time,19,0,No,No,F,5.25,1,High,SEM-1,Faculty of Health
352,Retained,Single,96,Full Time,20,0,No,No,F,5,14,High,SEM-1,CI Faculty
353,Retained,Single,24,Part Time,20,0,No,No,F,4.33,10,High,SEM-1,Faculty of Health
354,Retained,Single,84,Full Time,36,12,No,No,F,4.75,19,Medium,SEM-1,Sci and Eng Faculty
355,Retained,Single,96,Full Time,42,0,No,Yes,F,4.25,2,Low,SEM-1,Faculty of Education
356,Retained,Single,168,Part Time,36,0,No,Yes,F,4.33,24,High,SEM-1,Faculty of Law
357,Retained,Single,72,Full Time,23,24,Yes,No,F,4,11,High,SEM-1,Faculty of Health
358,Retained,Single,96,Full Time,22,0,No,No,F,4.75,10,High,SEM-1,Faculty of Education
359,Retained,Single,96,Full Time,21,0,Yes,No,F,4.88,14,Medium,SEM-1,Faculty of Education
360,Retained,Single,0,Full Time,19,0,No,No,F,0,6,Medium,SEM-1,Faculty of Health
361,Retained,Single,96,Full Time,19,0,No,No,F,6.75,1,Medium,SEM-1,Faculty of Health
362,Retained,Single,96,Full Time,20,0,No,No,F,4.63,10,Medium,SEM-1,Faculty of Law
363,Not Retained,Single,108,Full Time,20,0,No,No,F,5.33,4,Medium,SEM-1,QUT Business School
364,Retained,Single,96,Full Time,38,0,No,No,M,4.38,16,Medium,SEM-1,Faculty of Health
365,Retained,Single,84,Full Time,19,0,No,Yes,F,4.43,5,Low,SEM-1,CI Faculty
366,Retained,Single,96,Full Time,22,12,No,Yes,F,4.5,8,Medium,SEM-1,Faculty of Health
367,Retained,Single,120,Full Time,23,12,No,No,F,5.14,11,High,SEM-2,QUT Business School
368,Retained,Single,120,Full Time,32,24,No,No,F,6,17,High,SEM-2,Sci and Eng Faculty
369,Retained,Single,84,Part Time,19,0,No,Yes,F,4.29,12,Medium,SEM-2,Faculty of Education
370,Retained,Double,96,Full Time,20,0,No,No,F,5.88,9,High,SEM-1,Faculty of Health
371,Retained,Single,84,Full Time,18,12,No,Yes,F,4.75,8,Low,SEM-1,Faculty of Health
372,Retained,Single,156,Part Time,39,0,No,No,F,5.5,6,Low,SEM-1,Faculty of Health
373,Retained,Single,192,Part Time,41,0,No,No,F,5,17,Low,SEM-1,Faculty of Health
374,Retained,Single,60,Full Time,39,0,No,No,F,6.6,9,Low,SEM-1,Faculty of Health
375,Not Retained,Single,0,Full Time,20,48,No,No,F,1.25,4,Medium,SEM-1,Sci and Eng Faculty
376,Retained,Single,96,Full Time,19,0,No,No,F,6.5,8,Medium,SEM-1,Sci and Eng Faculty
377,Retained,Single,96,Full Time,48,0,No,No,F,0,19,Low,SEM-1,Faculty of Health
378,Retained,Single,72,Part Time,57,0,No,No,F,6,3,Low,SEM-2,Faculty of Law
379,Retained,Single,72,Full Time,36,0,No,Yes,F,5.5,23,High,SEM-1,CI Faculty
380,Not Retained,Single,36,Full Time,20,48,No,No,F,2.43,11,High,SEM-1,Faculty of Education
381,Not Retained,Single,0,Full Time,20,0,No,No,F,0,19,Medium,SEM-1,CI Faculty
382,Not Retained,Single,48,Full Time,42,0,No,No,F,6,4,High,SEM-2,Faculty of Health
383,Retained,Single,96,Full Time,19,0,No,No,F,5.38,6,Medium,SEM-1,Faculty of Health
384,Retained,Single,96,Full Time,20,0,No,No,M,5.5,5,High,SEM-1,Sci and Eng Faculty
385,Retained,Single,36,Full Time,23,12,No,No,M,3.83,1,High,SEM-1,Faculty of Education
386,Retained,Double,72,Full Time,36,0,No,No,F,6.33,9,Low,SEM-1,Faculty of Law
387,Retained,Single,96,Full Time,20,0,No,Yes,F,5,22,Low,SEM-1,CI Faculty
388,Retained,Single,96,Full Time,19,0,No,Yes,F,5.88,8,Medium,SEM-1,Faculty of Health
389,Retained,Single,12,Full Time,19,36,No,No,F,3,14,Medium,SEM-1,QUT Business School
390,Retained,Single,96,Full Time,19,0,Yes,No,F,6.38,20,High,SEM-1,Faculty of Health
391,Retained,Single,120,Full Time,33,0,No,No,M,5,3,Medium,SEM-2,Faculty of Law
392,Retained,Single,144,Full Time,30,0,Yes,No,M,4.33,9,High,SEM-2,Faculty of Health
393,Retained,Single,84,Full Time,19,12,No,Yes,M,4.43,10,Low,SEM-1,Faculty of Health
394,Retained,Single,84,Full Time,27,0,No,No,M,5.71,4,Medium,SEM-1,Faculty of Health
395,Retained,Single,192,Full Time,20,0,No,Yes,F,5.25,9,Medium,SEM-1,Faculty of Law
396,Retained,Single,156,Full Time,22,0,No,Yes,M,5.67,7,Medium,SEM-1,Sci and Eng Faculty
397,Retained,Single,156,Part Time,25,36,Yes,No,M,3.75,5,Medium,SEM-1,QUT Business School
398,Retained,Single,48,Part Time,43,0,No,No,M,4,10,Medium,SEM-2,Faculty of Law
399,Retained,Single,192,Full Time,22,0,Yes,No,M,4.5,4,Medium,SEM-1,QUT Business School
400,Not Retained,Single,0,Full Time,27,0,No,No,M,0,2,Medium,SEM-1,Sci and Eng Faculty
401,Retained,Double,204,Full Time,20,0,No,No,F,4.87,9,Medium,SEM-1,Faculty of Health
402,Not Retained,Single,96,Full Time,19,0,No,Yes,F,5.13,12,Medium,SEM-1,Faculty of Health
403,Retained,Single,240,Full Time,21,0,No,Yes,F,5.11,5,Medium,SEM-1,Faculty of Law
404,Retained,Single,36,Full Time,19,0,No,Yes,M,4.67,13,Medium,SEM-1,Sci and Eng Faculty
405,Retained,Single,96,Full Time,19,0,No,No,F,5,8,Medium,SEM-1,QUT Business School
406,Retained,Single,48,Full Time,19,0,No,Yes,M,5.75,4,Low,SEM-2,Sci and Eng Faculty
407,Retained,Single,132,Full Time,27,0,No,No,M,4.67,21,Medium,SEM-2,Faculty of Health
408,Retained,Single,144,Full Time,24,48,Yes,No,M,3.69,13,Medium,SEM-1,Sci and Eng Faculty
409,Retained,Single,144,Full Time,21,48,No,No,F,3.17,14,Low,SEM-1,Faculty of Health
410,Retained,Single,0,Full Time,26,0,No,No,F,0,4,Low,SEM-1,CI Faculty
411,Retained,Single,144,Full Time,30,0,No,Yes,F,5,7,Low,SEM-2,Faculty of Health
412,Retained,Single,0,Part Time,19,36,Yes,No,F,1.67,13,High,SEM-1,CI Faculty
413,Retained,Single,144,Full Time,21,0,No,Yes,F,6.5,2,Low,SEM-1,Faculty of Health
414,Retained,Single,300,Full Time,22,0,Yes,No,F,6.38,16,Medium,SEM-1,CI Faculty
415,Not Retained,Single,12,Full Time,19,84,No,No,M,1.88,18,Medium,SEM-1,Sci and Eng Faculty
416,Retained,Single,84,Full Time,20,0,No,No,F,6.14,23,Low,SEM-1,CI Faculty
417,Retained,Single,48,Full Time,45,0,No,No,F,7,22,High,SEM-2,Faculty of Health
418,Retained,Single,156,Full Time,21,0,No,No,F,4.62,13,High,SEM-2,QUT Business School
419,Retained,Single,72,Full Time,27,24,No,Yes,F,4.25,11,High,SEM-1,Faculty of Health
420,Retained,Single,144,Full Time,28,0,No,No,F,4.75,15,High,SEM-2,Faculty of Health
421,Retained,Single,96,Full Time,19,0,No,Yes,F,5.86,8,High,SEM-1,Faculty of Health
422,Retained,Single,96,Part Time,38,0,No,No,F,0,10,Medium,SEM-1,Faculty of Law
423,Retained,Single,192,Full Time,22,0,Yes,No,F,5.75,11,Medium,SEM-2,CI Faculty
424,Retained,Double,0,Full Time,19,0,Yes,No,F,0,1,High,SEM-1,Sci and Eng Faculty
425,Retained,Single,132,Part Time,29,12,Yes,No,F,4,11,Medium,SEM-2,Faculty of Law
426,Retained,Single,180,Full Time,33,0,No,No,F,6.29,21,Medium,SEM-1,Faculty of Law
427,Retained,Single,96,Full Time,22,0,Yes,No,F,5.13,14,Medium,SEM-1,Faculty of Health
428,Retained,Single,144,Part Time,22,0,No,No,M,4.2,12,Medium,SEM-1,QUT Business School
429,Retained,Single,168,Full Time,40,0,No,Yes,F,4.83,2,Low,SEM-1,Faculty of Law
430,Retained,Single,60,Part Time,19,0,No,No,F,5.4,3,Medium,SEM-1,QUT Business School
431,Retained,Single,96,Full Time,19,0,No,Yes,F,4.5,12,Medium,SEM-1,Faculty of Education
432,Retained,Single,72,Part Time,19,0,No,Yes,F,5,11,Low,SEM-1,CI Faculty
433,Retained,Single,120,Full Time,23,0,No,Yes,F,6,24,Medium,SEM-2,Sci and Eng Faculty
434,Retained,Single,48,Part Time,41,0,No,No,F,4.5,4,Medium,SEM-1,Faculty of Health
435,Retained,Single,96,Full Time,19,0,No,No,F,5,5,Medium,SEM-1,CI Faculty
436,Retained,Single,192,Full Time,23,0,No,Yes,F,6,3,Medium,SEM-2,Faculty of Health
437,Retained,Single,96,Full Time,20,0,No,No,F,5.75,6,Medium,SEM-1,Faculty of Education
438,Retained,Single,84,Full Time,23,12,Yes,No,F,4.75,13,Medium,SEM-1,Faculty of Health
439,Retained,Single,96,Full Time,26,0,No,Yes,F,6.13,23,Medium,SEM-1,Faculty of Health
440,Retained,Single,84,Full Time,27,0,No,Yes,F,4.57,6,Medium,SEM-1,CI Faculty
441,Retained,Single,84,Full Time,20,0,No,Yes,F,4.33,23,Medium,SEM-2,Faculty of Health
442,Retained,Single,48,Full Time,24,0,No,Yes,F,6.33,22,Medium,SEM-2,Faculty of Health
443,Retained,Single,0,Full Time,22,0,No,No,F,0,4,Low,SEM-1,QUT Business School
444,Retained,Single,96,Full Time,19,0,No,No,F,6.38,2,High,SEM-1,Faculty of Health
445,Retained,Single,96,Full Time,19,0,No,No,F,5.43,8,High,SEM-1,Faculty of Health
446,Retained,Single,96,Full Time,19,0,No,Yes,F,5.5,7,High,SEM-1,Sci and Eng Faculty
447,Retained,Single,84,Part Time,25,36,No,No,F,3.7,16,High,SEM-1,Faculty of Law
448,Retained,Single,96,Full Time,19,0,No,Yes,F,6.38,3,Medium,SEM-1,Faculty of Health
449,Retained,Single,96,Full Time,20,0,No,Yes,F,4.38,18,High,SEM-1,Faculty of Education
450,Retained,Single,96,Full Time,21,0,No,Yes,F,4.5,23,Medium,SEM-1,Faculty of Health
451,Not Retained,Single,24,Full Time,20,12,No,Yes,F,3.33,8,Medium,SEM-2,CI Faculty
452,Retained,Single,96,Full Time,20,0,No,No,F,5.75,9,Medium,SEM-1,QUT Business School
453,Retained,Single,84,Full Time,21,12,No,No,F,4.25,12,Medium,SEM-1,Sci and Eng Faculty
454,Retained,Single,96,Full Time,20,0,Yes,No,F,5,6,Low,SEM-1,Faculty of Law
455,Retained,Single,96,Full Time,21,0,No,No,F,6.63,5,High,SEM-1,Faculty of Health
456,Retained,Single,96,Full Time,20,0,No,No,F,5.5,6,Medium,SEM-2,Faculty of Law
457,Retained,Single,96,Full Time,19,0,No,Yes,F,5.13,10,Medium,SEM-1,Faculty of Education
458,Retained,Single,96,Full Time,19,0,No,No,F,5.88,7,Medium,SEM-1,QUT Business School
459,Retained,Double,96,Full Time,19,0,No,Yes,F,6,6,Medium,SEM-1,Faculty of Health
460,Retained,Single,96,Full Time,21,0,No,No,F,4.25,24,Medium,SEM-1,Faculty of Law
461,Not Retained,Single,96,Full Time,19,0,No,No,F,5.63,3,High,SEM-1,CI Faculty
462,Retained,Single,108,Full Time,29,0,No,No,F,5.88,25,Medium,SEM-1,Faculty of Health
463,Retained,Single,96,Full Time,23,0,No,No,F,5.88,10,Low,SEM-1,CI Faculty
464,Retained,Single,96,Full Time,20,0,No,Yes,F,6,2,Medium,SEM-2,Faculty of Law
465,Retained,Single,96,Full Time,35,0,No,No,F,0,22,Low,SEM-1,Faculty of Health
466,Retained,Single,96,Full Time,30,0,No,No,F,0,24,Low,SEM-1,Faculty of Health
467,Retained,Single,144,Full Time,21,0,Yes,No,M,4.42,13,Medium,SEM-2,Sci and Eng Faculty
468,Retained,Single,228,Full Time,23,36,Yes,No,M,3.17,5,High,SEM-1,Sci and Eng Faculty
469,Retained,Single,96,Full Time,19,0,No,Yes,F,4.13,7,Medium,SEM-1,QUT Business School
470,Retained,Single,48,Full Time,25,12,No,Yes,M,4.2,11,High,SEM-1,QUT Business School
471,Retained,Single,48,Full Time,20,0,No,No,M,5.25,12,Medium,SEM-2,Sci and Eng Faculty
472,Retained,Single,12,Part Time,20,60,No,No,F,2.67,1,Medium,SEM-1,CI Faculty
473,Not Retained,Single,336,Full Time,26,0,No,No,M,6,10,Medium,SEM-1,Sci and Eng Faculty
474,Not Retained,Single,24,Full Time,19,60,No,No,F,2.29,17,Medium,SEM-1,Faculty of Health
475,Retained,Single,96,Full Time,19,0,No,No,F,6.17,25,High,SEM-1,CI Faculty
476,Retained,Single,180,Full Time,21,0,No,No,F,4.4,5,Medium,SEM-1,QUT Business School
477,Retained,Single,96,Full Time,19,0,No,Yes,F,5.13,9,High,SEM-1,Sci and Eng Faculty
478,Retained,Single,84,Full Time,19,0,No,Yes,F,5.83,8,Medium,SEM-2,Faculty of Health
479,Retained,Single,96,Full Time,19,0,No,Yes,F,5.75,18,Low,SEM-1,CI Faculty
480,Retained,Single,96,Full Time,19,0,No,No,F,6.63,7,Medium,SEM-1,CI Faculty
481,Not Retained,Single,0,Full Time,20,48,No,Yes,F,1,25,Medium,SEM-2,CI Faculty
482,Retained,Single,36,Part Time,20,0,No,No,F,5.33,7,Medium,SEM-2,Faculty of Education
483,Retained,Single,36,Part Time,20,12,No,No,F,4.75,3,High,SEM-2,CI Faculty
484,Retained,Single,48,Full Time,32,0,No,No,F,6,19,High,SEM-2,Faculty of Health
485,Not Retained,Single,96,Full Time,22,24,No,Yes,F,1,8,Medium,SEM-1,Faculty of Law
486,Retained,Single,36,Full Time,26,36,No,Yes,F,5.33,8,Medium,SEM-2,Faculty of Law
487,Retained,Single,96,Full Time,25,0,No,No,F,4.88,4,Medium,SEM-1,Faculty of Education
488,Retained,Single,192,Full Time,25,0,No,No,F,6.17,5,Medium,SEM-1,Faculty of Health
489,Not Retained,Single,96,Full Time,20,0,No,No,F,6.13,7,Low,SEM-1,Faculty of Health
490,Retained,Single,96,Full Time,19,0,No,No,F,6.43,1,High,SEM-1,Faculty of Health
491,Retained,Single,144,Part Time,26,0,No,No,F,4.5,22,Medium,SEM-1,Faculty of Law
492,Not Retained,Single,12,Full Time,20,0,No,No,F,4,6,Medium,SEM-2,Faculty of Law
493,Retained,Single,180,Full Time,21,0,No,Yes,F,4.63,9,Medium,SEM-1,Faculty of Health
494,Retained,Single,96,Full Time,21,0,No,Yes,F,4.63,23,Medium,SEM-1,CI Faculty
495,Not Retained,Double,24,Full Time,30,48,No,No,F,2.5,2,Medium,SEM-1,Faculty of Health
496,Not Retained,Single,0,Full Time,20,0,No,No,F,0,10,Low,SEM-1,Faculty of Law
497,Retained,Single,72,Full Time,21,24,No,No,F,3.88,13,Medium,SEM-2,QUT Business School
498,Retained,Single,96,Full Time,20,0,No,No,F,4.71,7,High,SEM-1,Faculty of Health
499,Retained,Single,24,Full Time,19,24,No,Yes,F,3.5,8,Medium,SEM-1,Faculty of Law
500,Retained,Single,96,Full Time,19,0,No,Yes,F,6.25,3,Low,SEM-1,Faculty of Health
501,Retained,Single,96,Full Time,21,0,Yes,No,F,6.5,20,High,SEM-1,Sci and Eng Faculty
502,Retained,Single,24,Full Time,20,36,No,Yes,F,3,7,Medium,SEM-1,CI Faculty
503,Retained,Single,144,Full Time,22,0,No,Yes,F,4.92,11,Low,SEM-1,CI Faculty
504,Retained,Single,192,Full Time,22,24,Yes,No,F,4.1,22,Low,SEM-1,QUT Business School
505,Not Retained,Single,24,Full Time,21,0,No,Yes,F,4.5,20,High,SEM-1,Faculty of Education
506,Retained,Single,168,Part Time,22,0,Yes,No,F,6.5,23,Medium,SEM-2,QUT Business School
507,Retained,Single,96,Full Time,19,0,No,Yes,M,6,2,High,SEM-1,Faculty of Health
508,Retained,Double,228,Full Time,22,0,No,Yes,F,5.59,11,High,SEM-1,Faculty of Health
509,Retained,Single,216,Full Time,23,0,Yes,No,F,6.06,6,Medium,SEM-1,QUT Business School
510,Retained,Double,72,Full Time,19,36,No,Yes,F,3.78,9,Low,SEM-1,Sci and Eng Faculty
511,Retained,Single,96,Full Time,26,0,No,Yes,F,4.75,7,High,SEM-1,CI Faculty
512,Retained,Single,96,Full Time,20,0,No,No,F,4.75,5,Medium,SEM-1,QUT Business School
513,Retained,Single,48,Full Time,22,0,No,Yes,F,5.5,6,Low,SEM-2,Sci and Eng Faculty
514,Retained,Single,96,Part Time,20,0,No,No,F,4.88,10,High,SEM-1,Faculty of Law
515,Retained,Single,96,Full Time,19,0,No,No,F,5,11,Medium,SEM-1,Faculty of Law
516,Retained,Single,264,Part Time,24,0,Yes,No,F,4.67,17,Medium,SEM-1,Sci and Eng Faculty
517,Retained,Double,0,Full Time,20,0,Yes,No,F,0,6,Medium,SEM-1,Faculty of Health
518,Retained,Single,96,Full Time,33,0,No,Yes,F,4.71,11,Medium,SEM-1,Faculty of Health
519,Retained,Single,96,Full Time,19,0,No,No,M,5.88,7,Medium,SEM-1,QUT Business School
520,Retained,Single,48,Part Time,39,12,No,No,M,3.6,4,Medium,SEM-1,CI Faculty
521,Retained,Single,180,Full Time,29,12,No,No,M,4.2,9,Medium,SEM-1,Faculty of Health
522,Retained,Double,0,Full Time,21,60,Yes,No,M,1,4,High,SEM-1,Sci and Eng Faculty
523,Retained,Single,96,Full Time,19,12,No,No,M,4.5,3,Medium,SEM-1,Faculty of Health
524,Retained,Double,192,Full Time,21,0,No,No,M,5.88,10,High,SEM-1,Sci and Eng Faculty
525,Retained,Single,96,Full Time,19,0,No,Yes,F,5.86,8,Medium,SEM-1,Faculty of Health
526,Retained,Single,96,Part Time,37,0,No,No,F,0,5,Medium,SEM-2,Faculty of Law
527,Retained,Single,96,Full Time,19,0,No,No,F,5.88,3,Medium,SEM-1,QUT Business School
528,Retained,Single,96,Full Time,20,0,Yes,No,F,6.38,5,Medium,SEM-1,CI Faculty
529,Not Retained,Single,48,Full Time,23,0,Yes,No,F,5,3,Medium,SEM-1,CI Faculty
530,Retained,Single,0,Full Time,24,24,No,Yes,F,1,7,Low,SEM-1,QUT Business School
531,Retained,Single,252,Part Time,23,0,No,Yes,F,4.62,7,High,SEM-2,Faculty of Law
532,Retained,Single,96,Full Time,20,12,Yes,Yes,F,4.33,3,Medium,SEM-1,CI Faculty
